,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000900.XSHE,430000900,现代投资股份有限公司,000900.XSHE,2014-12-31,年度分红,2015-04-21,10派0.5元(含税),101188.5556,2015-05-13,10派0.5元(含税),101188.5556,2015-07-01,10派0.5元(含税),101188.5556,0.5,0.475,5059.4278,2015-07-08,2015-07-09,2015-07-09,101188.5556,313002,实施方案
000938.XSHE,430000938,紫光股份有限公司,000938.XSHE,2014-12-31,年度分红,2015-04-10,10派1元(含税),20608.0,2015-05-12,10派1元(含税),20608.0,2015-07-01,10派1元(含税),20608.0,1.0,0.95,2060.8,2015-07-08,2015-07-09,2015-07-09,20608.0,313002,实施方案
600038.XSHG,420600038,中航直升机股份有限公司,600038.XSHG,2014-12-31,年度分红,2015-03-31,10派1.4元(含税),58947.6716,2015-05-23,10派1.4元(含税),58947.6716,2015-07-03,10派1.4元(含税),58947.6716,1.4,1.33,8252.674,2015-07-08,2015-07-09,2015-07-09,58947.6716,313002,实施方案
601857.XSHG,300003825,中国石油天然气股份有限公司,601857.XSHG,2014-12-31,年度分红,2015-03-27,10派0.9601元(含税),18302097.7818,2015-06-24,10派0.9601元(含税),18302097.7818,2015-07-02,10派0.9601元(含税),18302097.7818,0.9601,0.9121,1757184.408,2015-07-08,2015-07-09,2015-07-09,18302097.7818,313002,实施方案
601899.XSHG,300004143,紫金矿业集团股份有限公司,601899.XSHG,2014-12-31,年度分红,2015-03-21,10派0.8元(含税),2157281.365,2015-05-12,10派0.8元(含税),2157281.365,2015-07-03,10派0.8元(含税),2157281.365,0.8,0.76,172582.5092,2015-07-08,2015-07-09,2015-07-09,2157281.365,313002,实施方案
