,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
000338.XSHE,300002961,潍柴动力股份有限公司,000338.XSHE,2012-06-30,中期分红,2012-08-31,10派1元(含税),199930.9639,2012-10-12,10派1元(含税),199930.9639,1.0,19993.0964,2012-10-17,2012-10-18,2012-10-18,199930.9639,未披露相关股东大会审议公告。,313002,实施方案
