,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
300146.XSHE,300015867,汤臣倍健股份有限公司,300146.XSHE,2015-12-31,年度分红,2016-02-27,10转增10股派6元(含税),72801.094,2016-03-18,10转增10股派6元(含税),72801.094,2016-03-24,10转增10股派6元(含税),72801.094,10.0,6.0,6.0,72801.094,43680.6564,2016-03-31,2016-04-01,2016-04-01,2016-04-01,72801.094,145602.188,43007.0501,86014.1002,2016-04-01,313002,实施方案
