,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000671.XSHE,430000671,阳光城集团股份有限公司,000671.XSHE,2011-12-31,年度分红,2012-04-20,10派0.25元(含税),53600.5545,2012-05-12,10派0.25元(含税),53600.5545,2012-07-03,10派0.25元(含税),53600.5545,0.25,1340.0139,2012-07-09,2012-07-10,2012-07-10,53600.5545,313002,实施方案
600085.XSHG,420600085,北京同仁堂股份有限公司,600085.XSHG,2011-12-31,年度分红,2012-03-27,10派1.5元(含税),130206.5695,2012-05-26,10派1.5元(含税),130206.5695,2012-06-28,10派1.5元(含税),130206.5695,1.5,19530.9854,2012-07-03,2012-07-04,2012-07-10,130206.5695,313002,实施方案
600104.XSHG,420600104,上海汽车集团股份有限公司,600104.XSHG,2011-12-31,年度分红,2012-03-30,10派3元(含税),1102556.6629,2012-05-25,10派3元(含税),1102556.6629,2012-06-29,10派3元(含税),1102556.6629,3.0,330766.9989,2012-07-04,2012-07-05,2012-07-10,1102556.6629,313002,实施方案
600606.XSHG,420600606,绿地控股集团股份有限公司,600606.XSHG,2011-12-31,年度分红,2012-03-21,10送0.5股派0.5元(含税),49363.818,2012-05-23,10送0.5股派0.5元(含税),49363.818,2012-06-28,10送0.5股派0.5元(含税),49363.818,0.5,2468.1909,2012-07-03,2012-07-04,2012-07-10,49363.818,313002,实施方案
601669.XSHG,300019726,中国电力建设股份有限公司,601669.XSHG,2011-12-31,年度分红,2012-04-20,10派0.38元(含税),960000.0,2012-05-31,10派0.38元(含税),960000.0,2012-06-27,10派0.38元(含税),960000.0,0.38,36480.0,2012-07-03,2012-07-04,2012-07-10,960000.0,313002,实施方案
