,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000883.XSHE,430000883,湖北能源集团股份有限公司,000883.XSHE,2012-12-31,年度分红,2013-04-27,10派0.4元(含税),267437.4839,2013-05-31,10派0.4元(含税),267437.4839,2013-07-19,10派0.4元(含税),267437.4839,0.4,0.38,10697.4994,2013-07-24,2013-07-25,2013-07-25,267437.4839,313002,实施方案
600021.XSHG,420600021,上海电力股份有限公司,600021.XSHG,2012-12-31,年度分红,2013-04-23,10派1.5元(含税),213973.9257,2013-06-27,10派1.5元(含税),213973.9257,2013-07-10,10派1.5元(含税),213973.9257,1.5,1.425,32096.0889,2013-07-16,2013-07-17,2013-07-25,213973.9257,313002,实施方案
600029.XSHG,420600029,中国南方航空股份有限公司,600029.XSHG,2012-12-31,年度分红,2013-03-27,10派0.5元(含税),981756.7,2013-06-19,10派0.5元(含税),981756.7,2013-07-15,10派0.5元(含税),981756.7,0.5,0.475,49087.835,2013-07-18,2013-07-19,2013-07-25,981756.7,313002,实施方案
600859.XSHG,420600859,王府井集团股份有限公司,600859.XSHG,2012-12-31,年度分红,2013-03-23,10派7元(含税),46276.8088,2013-06-13,10派7元(含税),46276.8088,2013-07-15,10派7元(含税),46276.8088,7.0,6.65,32393.7662,2013-07-18,2013-07-19,2013-07-25,46276.8088,313002,实施方案
601872.XSHG,300001441,招商局能源运输股份有限公司,601872.XSHG,2012-12-31,年度分红,2013-04-23,10派0.06元(含税),472092.1809,2013-06-01,10派0.06元(含税),472092.1809,2013-07-13,10派0.06元(含税),472092.1809,0.06,0.057,2832.5531,2013-07-18,2013-07-19,2013-07-25,472092.1809,313002,实施方案
