,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600535.XSHG,420600535,天士力医药集团股份有限公司,600535.XSHG,2014-12-31,年度分红,2015-03-31,10派3.9元(含税),108047.5878,2015-04-28,10派3.9元(含税),108047.5878,2015-05-15,10派3.9元(含税),108047.5878,3.9,3.705,42138.5592,2015-05-20,2015-05-21,2015-05-21,108047.5878,313002,实施方案
600999.XSHG,460000118,招商证券股份有限公司,600999.XSHG,2014-12-31,年度分红,2015-03-31,10派2.65元(含税),580813.5529,2015-05-09,10派2.65元(含税),580813.5529,2015-05-15,10派2.65元(含税),580813.5529,2.65,2.5175,153915.5915,2015-05-20,2015-05-21,2015-05-21,580813.5529,313002,实施方案
601099.XSHG,300004122,太平洋证券股份有限公司,601099.XSHG,2014-12-31,年度分红,2015-03-06,10派0.5元(含税),353046.7026,2015-03-28,10派0.5元(含税),353046.7026,2015-05-15,10派0.5元(含税),353046.7026,0.5,0.475,17652.3351,2015-05-20,2015-05-21,2015-05-21,353046.7026,313002,实施方案
601877.XSHG,300010254,浙江正泰电器股份有限公司,601877.XSHG,2014-12-31,年度分红,2015-04-11,10转增3股派3元(含税),101146.645,2015-05-12,10转增3股派3元(含税),101146.645,2015-05-15,10转增3股派3元(含税),101146.645,3.0,2.85,30343.9935,2015-05-20,2015-05-21,2015-05-21,101146.645,313002,实施方案
