,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600028.XSHG,420600028,中国石油化工股份有限公司,600028.XSHG,2012-06-30,中期分红,2012-08-27,10派1元(含税),2012-09-11,10派1元(含税),8682027.6984,1.0,868202.7698,2012-09-14,2012-09-17,2012-09-26,8682027.6984,"2012-9-11：未披露股东大会审议情况；本次分红派息以2012年9月14日总股数为基数。
2012-8-27：按2012年9月14日（登记日）总股数计算，每股派息人民币0.1元（含税）进行现金股息分派。",313002,实施方案
