,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
300002.XSHE,300008268,北京神州泰岳软件股份有限公司,300002.XSHE,2014-12-31,年度分红,2015-04-25,10转增5股派1.2元(含税),132784.1494,2015-05-16,10转增5.020005股派1.204801元(含税),132255.0024,2015-05-30,10转增5.020004股派1.204801元(含税),132255.0024,1.2048,1.1446,15934.0959,2015-06-05,2015-06-08,2015-06-08,132255.0024,313002,实施方案
300182.XSHE,300016769,北京捷成世纪科技股份有限公司,300182.XSHE,2014-12-31,年度分红,2015-04-25,10派1.6元(含税),47170.197,2015-05-15,10派1.6元(含税),47170.197,2015-06-01,10派1.598732元(含税),47207.6072,1.5987,1.5188,7547.2312,2015-06-05,2015-06-08,2015-06-08,47207.6072,313002,实施方案
600816.XSHG,420600816,安信信托股份有限公司,600816.XSHG,2014-12-31,年度分红,2015-02-10,10派7元(含税),45410.9778,2015-05-28,10派7元(含税),45410.9778,2015-06-02,10派7元(含税),45410.9778,7.0,6.65,31787.6845,2015-06-05,2015-06-08,2015-06-08,45410.9778,313002,实施方案
601179.XSHG,300010350,中国西电电气股份有限公司,601179.XSHG,2014-12-31,年度分红,2015-04-02,10派1元(含税),512588.2352,2015-04-29,10派1元(含税),512588.2352,2015-05-30,10派1元(含税),512588.2352,1.0,0.95,51258.8235,2015-06-05,2015-06-08,2015-06-08,512588.2352,313002,实施方案
