,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
000002.XSHE,430000002,万科企业股份有限公司,000002.XSHE,2016-12-31,年度分红,2017-03-27,10派7.9元(含税),2017-07-01,10派7.9元(含税),2017-08-22,10派7.9元(含税),1103915.2001,7.9,7.9,872093.0081,2017-08-28,2017-08-29,2017-08-29,1103915.2001,以分红派息股权登记日股份数为基数,313002,实施方案
