,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
601558.XSHG,300017027,华锐风电科技(集团)股份有限公司,601558.XSHG,2011-12-31,年度分红,2012-04-11,10转增10股派3.5元(含税),201020.0,2012-05-08,10转增10股派3.5元(含税),201020.0,2012-06-19,10转增10股派3.5元(含税),201020.0,10.0,3.5,201020.0,70357.0,2012-06-25,2012-06-26,2012-07-02,2012-06-27,201020.0,402040.0,21020.0,42040.0,2012-06-27,313002,实施方案
