,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002202,4160,300003947,新疆金风科技股份有限公司,002202.XSHE,2013-12-31,年度分红,2014-03-22,10派0.8元(含税),269458.8,2014-05-21,10派0.8元(含税),269458.8,2014-07-12,10派0.8元(含税),269458.8,0.8,0.76,21556.703999999998,2014-07-17,2014-07-18,2014-07-18,269458.8,313002,实施方案
600011,22992,420600011,华能国际电力股份有限公司,600011.XSHG,2013-12-31,年度分红,2014-03-19,10派3.8元(含税),1405538.344,2014-06-27,10派3.8元(含税),1405538.344,2014-07-11,10派3.8元(含税),1405538.344,3.8,3.61,534104.5707,2014-07-17,2014-07-18,2014-07-18,1405538.344,313002,实施方案
600688,132693,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2013-12-31,年度分红,2014-03-28,10派0.5元(含税),1080000.0,2014-06-19,10派0.5元(含税),1080000.0,2014-07-11,10派0.5元(含税),1080000.0,0.5,0.475,54000.0,2014-07-17,2014-07-18,2014-07-18,1080000.0,313002,实施方案
600783,136569,420600783,鲁信创业投资集团股份有限公司,600783.XSHG,2013-12-31,年度分红,2014-04-30,10派1元(含税),74435.9294,2014-05-22,10派1元(含税),74435.9294,2014-07-12,10派1元(含税),74435.9294,1.0,0.95,7443.5929,2014-07-17,2014-07-18,2014-07-18,74435.9294,313002,实施方案
601166,1704,300002081,兴业银行股份有限公司,601166.XSHG,2013-12-31,年度分红,2014-04-01,10派4.6元(含税),1905233.6751,2014-07-01,10派4.6元(含税),1905233.6751,2014-07-12,10派4.6元(含税),1905233.6751,4.6,4.37,876407.4905,2014-07-17,2014-07-18,2014-07-18,1905233.6751,313002,实施方案
601601,4265,300004003,中国太平洋保险(集团)股份有限公司,601601.XSHG,2013-12-31,年度分红,2014-03-31,10派4元(含税),906200.0,2014-05-30,10派4元(含税),906200.0,2014-07-14,10派4元(含税),906200.0,4.0,3.8,362480.0,2014-07-17,2014-07-18,2014-07-18,906200.0,313002,实施方案
601992,5966,300006630,北京金隅集团股份有限公司,601992.XSHG,2013-12-31,年度分红,2014-03-29,10派0.78元(含税),478464.0284,2014-05-23,10派0.78元(含税),478464.0284,2014-07-11,10派0.78元(含税),478464.0284,0.78,0.741,37320.1942,2014-07-17,2014-07-18,2014-07-18,478464.0284,313002,实施方案
