,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
600705.XSHG,420600705,中航资本控股股份有限公司,600705.XSHG,2014-06-30,中期分红,2014-08-28,10转增10股派2元(含税),186634.9221,2014-11-14,10转增10股派2元(含税),186634.9221,2014-12-19,10转增10股派2元(含税),186634.9221,10.0,2.0,1.9,186634.9221,37326.9844,2014-12-25,2014-12-26,2014-12-26,2014-12-29,186634.9221,373269.8442,74464.2154,148928.4308,2014-12-29,313002,实施方案
