,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000559.XSHE,430000559,万向钱潮股份有限公司,000559.XSHE,2010-12-31,年度分红,2011-03-15,10转增3股派3元(含税),122558.7365,2011-04-07,10转增3股派3元(含税),122558.7365,2011-05-18,10转增3股派3元(含税),122558.7365,3.0,36767.621,2011-05-24,2011-05-25,2011-05-25,122558.7365,313002,实施方案
002183.XSHE,300003828,深圳市怡亚通供应链股份有限公司,002183.XSHE,2010-12-31,年度分红,2011-04-08,10转增5股派1.1元(含税),55608.4161,2011-05-18,10转增5股派1.1元(含税),55608.4161,2011-05-19,10转增5股派1.1元(含税),55608.4161,1.1,6116.9258,2011-05-24,2011-05-25,2011-05-25,55608.4161,313002,实施方案
002352.XSHE,300010448,顺丰控股股份有限公司,002352.XSHE,2010-12-31,年度分红,2011-03-05,10派5元(含税),7783.078,2011-03-29,10派5元(含税),7783.078,2011-05-18,10派5元(含税),7783.078,5.0,3891.539,2011-05-24,2011-05-25,2011-05-25,7783.078,313002,实施方案
002385.XSHE,300011648,北京大北农科技集团股份有限公司,002385.XSHE,2010-12-31,年度分红,2011-04-19,10派2.5元(含税),40080.0,2011-05-14,10派2.5元(含税),40080.0,2011-05-18,10派2.5元(含税),40080.0,2.5,10020.0,2011-05-24,2011-05-25,2011-05-25,40080.0,313002,实施方案
600021.XSHG,420600021,上海电力股份有限公司,600021.XSHG,2010-12-31,年度分红,2011-03-28,10派0.5元(含税),213973.9257,2011-04-21,10派0.5元(含税),213973.9257,2011-05-13,10派0.5元(含税),213973.9257,0.5,10698.6963,2011-05-18,2011-05-19,2011-05-25,213973.9257,313002,实施方案
600277.XSHG,420600277,亿利洁能股份有限公司,600277.XSHG,2010-12-31,年度分红,2011-03-05,10派3元(含税),90193.5,2011-04-27,10派3元(含税),90193.5,2011-05-13,10派3元(含税),90193.5,3.0,27058.05,2011-05-18,2011-05-19,2011-05-25,90193.5,313002,实施方案
601519.XSHG,300017431,上海大智慧股份有限公司,601519.XSHG,2010-12-31,年度分红,2011-03-19,10派1.5元(含税),69500.0,2011-04-22,10派1.5元(含税),69500.0,2011-05-13,10派1.5元(含税),69500.0,1.5,10425.0,2011-05-18,2011-05-19,2011-05-25,69500.0,313002,实施方案
