,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000400.XSHE,430000400,许继电气股份有限公司,000400.XSHE,2017-12-31,年度分红,2018-03-24,10派0.2元(含税),100832.7309,2018-05-18,10派0.2元(含税),100832.7309,2018-06-08,10派0.2元(含税),100832.7309,0.2,0.2,2016.6546,2018-06-13,2018-06-14,2018-06-14,100832.7309,313002,实施方案
000612.XSHE,430000612,焦作万方铝业股份有限公司,000612.XSHE,2017-12-31,年度分红,2018-03-29,10派0.5元(含税),119219.9394,2018-04-19,10派0.5元(含税),119219.9394,2018-06-07,10派0.5元(含税),119219.9394,0.5,0.5,5960.9969999999985,2018-06-13,2018-06-14,2018-06-14,119219.9394,313002,实施方案
002424.XSHE,300012790,贵州百灵企业集团制药股份有限公司,002424.XSHE,2017-12-31,年度分红,2018-03-28,10派0.8元(含税),141120.0,2018-04-18,10派0.8元(含税),141120.0,2018-06-07,10派0.8元(含税),141120.0,0.8,0.8,11289.6,2018-06-13,2018-06-14,2018-06-14,141120.0,313002,实施方案
600703.XSHG,420600703,三安光电股份有限公司,600703.XSHG,2017-12-31,年度分红,2018-04-20,10派2.5元(含税),407842.4928,2018-05-19,10派2.5元(含税),407842.4928,2018-06-08,10派2.5元(含税),407842.4928,2.5,2.5,101960.6232,2018-06-13,2018-06-14,2018-06-14,407842.4928,313002,实施方案
