,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,plan_progress_code,plan_progress
600816.XSHG,420600816,安信信托股份有限公司,600816.XSHG,2016-12-31,年度分红,2017-01-25,10转增12股派6元(含税),207164.3151,2017-02-16,10转增12股派6元(含税),207164.3151,2017-02-27,10转增12股派6元(含税),207164.3151,12.0,6.0,6.0,248597.1781,124298.5891,2017-03-03,2017-03-06,2017-03-06,2017-03-07,207164.3151,455761.4932,113527.4445,249760.3779,313002,实施方案
