,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600705.XSHG,420600705,中航资本控股股份有限公司,600705.XSHG,2018-06-30,中期分红,2018-11-30,10派0.39元(含税),897632.5766,2018-12-18,10派0.39元(含税),897632.5766,2018-12-24,10派0.39元(含税),897632.5766,0.39,0.39,35007.6705,2018-12-27,2018-12-28,2018-12-28,897632.5766,2018-11-30：利润分配方案调整。,313002,实施方案
