,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002299.XSHE,300008409,福建圣农发展股份有限公司,002299.XSHE,2011-12-31,年度分红,2012-02-17,10派3.3元(含税),91090.0,2012-03-14,10派3.3元(含税),91090.0,2012-04-13,10派3.3元(含税),91090.0,3.3,30059.7,2012-04-18,2012-04-19,2012-04-19,91090.0,313002,实施方案
600887.XSHG,420600887,内蒙古伊利实业集团股份有限公司,600887.XSHG,2011-12-31,年度分红,2012-02-29,10派2.5元(含税),159864.55,2012-03-22,10派2.5元(含税),159864.55,2012-04-06,10派2.5元(含税),159864.55,2.5,39966.1375,2012-04-11,2012-04-12,2012-04-19,159864.55,313002,实施方案
