,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002202,4166,300003947,新疆金风科技股份有限公司,002202.XSHE,2016-12-31,年度分红,2017-03-30,10送3股派2元(含税),2017-06-29,10送3股派2元(含税),2017-08-17,10送3股派2元(含税),273554.1,2.0,2.0,54710.82,2017-08-23,2017-08-24,2017-08-24,273554.1,313002,实施方案
600009,22929,420600009,上海国际机场股份有限公司,600009.XSHG,2016-12-31,年度分红,2017-03-18,10派4.4元(含税),2017-07-01,10派4.4元(含税),2017-08-18,10派4.4元(含税),192695.8448,4.4,4.4,84786.1717,2017-08-23,2017-08-24,2017-08-24,192695.8448,313002,实施方案
600031,23401,420600031,三一重工股份有限公司,600031.XSHG,2016-12-31,年度分红,2017-04-28,10派0.1元(含税),2017-06-29,10派0.1元(含税),2017-08-17,10派0.1元(含税),765798.7078,0.1,0.1,7657.9871,2017-08-23,2017-08-24,2017-08-24,765798.7078,313002,实施方案
600578,39499,420600578,北京京能电力股份有限公司,600578.XSHG,2016-12-31,年度分红,2017-04-28,10派1.7元(含税),2017-06-28,10派1.7元(含税),2017-08-16,10派1.7元(含税),674673.4457,1.7,1.7,114694.4858,2017-08-23,2017-08-24,2017-08-24,674673.4457,313002,实施方案
