,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000555.XSHE,430000555,神州数码信息服务股份有限公司,000555.XSHE,2017-12-31,年度分红,2018-03-29,10派0.32元(含税),2018-04-28,10派0.32元(含税),2018-05-21,10派0.32元(含税),96343.1273,0.32,0.32,3082.9801,2018-05-28,2018-05-29,2018-05-29,96343.1273,313002,实施方案
000826.XSHE,430000826,启迪桑德环境资源股份有限公司,000826.XSHE,2017-12-31,年度分红,2018-04-10,10转增4股派4元（含税）,2018-05-04,10转增4股派4元（含税）,2018-05-23,10转增4股派4元（含税）,102184.1989,4.0,4.0,40873.6796,2018-05-28,2018-05-29,2018-05-29,102184.1989,313002,实施方案
002460.XSHE,300013787,江西赣锋锂业股份有限公司,002460.XSHE,2017-12-31,年度分红,2018-04-02,10转增5股派4元(含税),2018-05-03,10转增5股派4元(含税),2018-05-23,10转增5股派4元(含税),74326.2441,4.0,4.0,29730.4976,2018-05-28,2018-05-29,2018-05-29,74326.2441,313002,实施方案
600252.XSHG,420600252,广西梧州中恒集团股份有限公司,600252.XSHG,2017-12-31,年度分红,2018-03-30,10派0.6元(含税),2018-04-26,10派0.6元(含税),2018-05-22,10派0.6元(含税),347510.7147,0.6,0.6,20850.6429,2018-05-28,2018-05-29,2018-05-29,347510.7147,313002,实施方案
600660.XSHG,420600660,福耀玻璃工业集团股份有限公司,600660.XSHG,2017-12-31,年度分红,2018-03-17,10派7.5元(含税),2018-05-12,10派7.5元(含税),2018-05-22,10派7.5元(含税),250861.7532,7.5,7.5,188146.3149,2018-05-28,2018-05-29,2018-05-29,250861.7532,313002,实施方案
601012.XSHG,300022338,隆基绿能科技股份有限公司,601012.XSHG,2017-12-31,年度分红,2018-03-29,10转增4股派1.8元(含税),2018-04-20,10转增4股派1.8元(含税),2018-05-22,10转增4股派1.8元(含税),199405.3635,1.8,1.8,35892.9654,2018-05-28,2018-05-29,2018-05-29,199405.3635,313002,实施方案
