,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600031.XSHG,420600031,三一重工股份有限公司,600031.XSHG,2017-06-30,中期分红,2017-08-30,10派0.2元(含税）,2017-09-16,10派0.2元(含税）,2017-10-17,10派0.2元(含税）,764358.5674,0.2,0.2,15287.1713,2017-10-23,2017-10-24,2017-10-24,764358.5674,以公告实施2017年半年度利润分配的股权登记日当天的总股本为基数,313002,实施方案
