,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000839.XSHE,430000839,中信国安信息产业股份有限公司,000839.XSHE,2017-12-31,年度分红,2018-04-27,10派0.5元(含税),2018-06-29,10派0.5元(含税),2018-08-18,10派0.5元(含税),391982.6352,0.5,0.5,19599.1318,2018-08-24,2018-08-27,2018-08-27,391982.6352,313002,实施方案
600277.XSHG,420600277,亿利洁能股份有限公司,600277.XSHG,2017-12-31,年度分红,2018-04-17,10派0.6元(含税),2018-06-29,10派0.6元(含税),2018-08-17,10派0.6元(含税),273894.0149,0.6,0.6,16433.6409,2018-08-24,2018-08-27,2018-08-27,273894.0149,313002,实施方案
600528.XSHG,420600528,中铁高新工业股份有限公司,600528.XSHG,2017-12-31,年度分红,2018-03-28,10派1.9元(含税),2018-06-29,10派1.9元(含税),2018-08-21,10派1.9元(含税),222155.1588,1.9,1.9,42209.4802,2018-08-24,2018-08-27,2018-08-27,222155.1588,313002,实施方案
601991.XSHG,300001601,大唐国际发电股份有限公司,601991.XSHG,2017-12-31,年度分红,2018-03-30,10派0.9元（含税）,2018-06-29,10派0.9元（含税）,2018-08-20,10派0.9元（含税）,1850671.0504,0.9,0.9,166560.3945,2018-08-24,2018-08-27,2018-08-27,1850671.0504,313002,实施方案
