,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002081.XSHE,300001283,苏州金螳螂建筑装饰股份有限公司,002081.XSHE,2017-12-31,年度分红,2018-04-27,10派1.5元(含税),2018-05-23,10派1.5元(含税),2018-05-30,10派1.5元(含税),264330.8689,1.5,1.5,39649.6303,2018-06-05,2018-06-06,2018-06-06,264330.8689,313002,实施方案
002131.XSHE,300002724,利欧集团股份有限公司,002131.XSHE,2017-12-31,年度分红,2018-04-27,10派0.11元(含税),2018-05-18,10派0.11元(含税),2018-05-31,10派0.11元(含税),558786.3872,0.11,0.11,6146.6503,2018-06-05,2018-06-06,2018-06-06,558786.3872,313002,实施方案
002416.XSHE,300012689,深圳市爱施德股份有限公司,002416.XSHE,2017-12-31,年度分红,2018-04-17,10转增2股派2元(含税),2018-05-22,10转增2股派2元(含税),2018-05-31,10转增2股派2元(含税),103273.4839,2.0,2.0,20654.6968,2018-06-05,2018-06-06,2018-06-06,103273.4839,313002,实施方案
002625.XSHE,300021556,光启技术股份有限公司,002625.XSHE,2017-12-31,年度分红,2018-04-23,10转增7股派0.11元(含税),2018-05-17,10转增7股派0.11元(含税),2018-05-31,10转增7股派0.11元(含税),126740.4625,0.11,0.11,1394.1451,2018-06-05,2018-06-06,2018-06-06,126740.4625,313002,实施方案
600160.XSHG,420600160,浙江巨化股份有限公司,600160.XSHG,2017-12-31,年度分红,2018-04-20,10转增3股派1元(含税),2018-05-19,10转增3股派1元(含税),2018-05-29,10转增3股派1元(含税),211166.6233,1.0,1.0,21116.6623,2018-06-05,2018-06-06,2018-06-06,211166.6233,313002,实施方案
600597.XSHG,420600597,光明乳业股份有限公司,600597.XSHG,2017-12-31,年度分红,2018-03-27,10派1.6元(含税),2018-05-05,10派1.6元(含税),2018-05-30,10派1.6元(含税),122448.7509,1.6,1.6,19591.8001,2018-06-05,2018-06-06,2018-06-06,122448.7509,313002,实施方案
