,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000061.XSHE,430000061,深圳市农产品股份有限公司,000061.XSHE,2015-12-31,年度分红,2016-04-30,10派0.5元(含税),169696.4131,2016-05-24,10派0.5元(含税),169696.4131,2016-06-21,10派0.5元(含税),169696.4131,0.5,0.5,8484.8207,2016-06-24,2016-06-27,2016-06-27,169696.4131,313002,实施方案
000596.XSHE,430000596,安徽古井贡酒股份有限公司,000596.XSHE,2015-12-31,年度分红,2016-04-26,10派1元(含税),50360.0,2016-05-27,10派1元(含税),50360.0,2016-06-21,10派1元(含税),50360.0,1.0,1.0,5036.0,2016-06-24,2016-06-27,2016-06-27,50360.0,313002,实施方案
600674.XSHG,420600674,四川川投能源股份有限公司,600674.XSHG,2015-12-31,年度分红,2016-04-08,10派2.7元(含税),440214.04799999995,2016-04-29,10派2.7元(含税),440214.04799999995,2016-06-17,10派2.7元(含税),440214.04799999995,2.7,2.7,118857.793,2016-06-24,2016-06-27,2016-06-27,440214.04799999995,313002,实施方案
600998.XSHG,300015627,九州通医药集团股份有限公司,600998.XSHG,2015-12-31,年度分红,2016-04-26,10派1.3元(含税),164700.9434,2016-05-28,10派1.3元(含税),164700.9434,2016-06-21,10派1.3元(含税),164700.9434,1.3,1.3,21411.1226,2016-06-24,2016-06-27,2016-06-27,164700.9434,313002,实施方案
