,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000423,146536,430000423,东阿阿胶股份有限公司,000423.XSHE,2011-12-31,年度分红,2012-03-08,10派3元(含税),65402.1537,2012-06-19,10派3元(含税),65402.1537,2012-08-04,10派3元(含税),65402.1537,3.0,19620.6461,2012-08-09,2012-08-10,2012-08-10,65402.1537,313002,实施方案
600881,140570,420600881,吉林亚泰(集团)股份有限公司,600881.XSHG,2011-12-31,年度分红,2012-04-28,10派1元(含税),189473.2058,2012-06-16,10派1元(含税),189473.2058,2012-07-31,10派1元(含税),189473.2058,1.0,18947.3206,2012-08-03,2012-08-06,2012-08-10,189473.2058,313002,实施方案
