,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000540.XSHE,430000540,中天金融集团股份有限公司,000540.XSHE,2017-12-31,年度分红,2018-04-04,10转增5股派0.5元(含税),469766.4786,2018-04-26,10转增5股派0.5元(含税),469766.4786,2018-05-10,10转增5股派0.5元(含税),469766.4786,0.5,0.5,23488.3239,2018-05-16,2018-05-17,2018-05-17,469766.4786,313002,实施方案
600011.XSHG,420600011,华能国际电力股份有限公司,600011.XSHG,2017-12-31,年度分红,2018-03-14,10派1元(含税),1520038.344,2018-05-04,10派1元(含税),1520038.344,2018-05-10,10派1元(含税),1520038.344,1.0,1.0,152003.8344,2018-05-16,2018-05-17,2018-05-17,1520038.344,313002,实施方案
600176.XSHG,420600176,中国巨石股份有限公司,600176.XSHG,2017-12-31,年度分红,2018-03-20,10转增2股派2.5元(含税),291858.9041,2018-04-12,10转增2股派2.5元(含税),291858.9041,2018-05-11,10转增2股派2.5元(含税),291858.9041,2.5,2.5,72964.726,2018-05-16,2018-05-17,2018-05-17,291858.9041,313002,实施方案
601168.XSHG,300003262,西部矿业股份有限公司,601168.XSHG,2017-12-31,年度分红,2018-03-28,10派1元(含税),238300.0,2018-04-18,10派1元(含税),238300.0,2018-05-11,10派1元(含税),238300.0,1.0,1.0,23830.0,2018-05-16,2018-05-17,2018-05-17,238300.0,313002,实施方案
