,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000338,167441,300002961,潍柴动力股份有限公司,000338.XSHE,2018-06-30,中期分红,2018-08-29,10派1.8元(含税),799723.8556,2018-10-16,10派1.8元(含税),798534.0556,1.8,1.8,143736.13,2018-10-22,2018-10-23,2018-10-23,799723.8556,313002,实施方案
