,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002008.XSHE,430002008,大族激光科技产业集团股份有限公司,002008.XSHE,2010-12-31,年度分红,2011-04-15,10转增5股派2.5元(含税),69626.44,2011-05-09,10转增5股派2.5元(含税),69626.44,2011-06-07,10转增5股派2.5元(含税),69626.44,2.5,17406.61,2011-06-14,2011-06-15,2011-06-15,69626.44,313002,实施方案
600019.XSHG,420600019,宝山钢铁股份有限公司,600019.XSHG,2010-12-31,年度分红,2011-03-31,10派3元(含税),1751204.8088,2011-04-30,10派3元(含税),1751204.8088,2011-05-31,10派3元(含税),1751204.8088,3.0,525361.4426,2011-06-08,2011-06-09,2011-06-15,1751204.8088,313002,实施方案
600068.XSHG,420600068,中国葛洲坝集团股份有限公司,600068.XSHG,2010-12-31,年度分红,2011-04-01,10派1元(含税),348745.8977,2011-04-28,10派1元(含税),348745.8977,2011-06-01,10派1元(含税),348745.8977,1.0,34874.5898,2011-06-08,2011-06-09,2011-06-15,348745.8977,313002,实施方案
600481.XSHG,420600481,双良节能系统股份有限公司,600481.XSHG,2010-12-31,年度分红,2011-03-26,10派3元(含税),81008.9312,2011-04-18,10派3元(含税),81008.9312,2011-06-03,10派3元(含税),81008.9312,3.0,24302.6794,2011-06-09,2011-06-10,2011-06-15,81008.9312,313002,实施方案
600489.XSHG,420600489,中金黄金股份有限公司,600489.XSHG,2010-12-31,年度分红,2011-03-23,10转增3股派1元(含税),142309.0746,2011-04-16,10转增3股派1元(含税),142309.0746,2011-06-02,10转增3股派1元(含税),142309.0746,1.0,14230.9075,2011-06-08,2011-06-09,2011-06-15,142309.0746,313002,实施方案
601111.XSHG,300000441,中国国际航空股份有限公司,601111.XSHG,2010-12-31,年度分红,2011-03-30,10派1.182元(含税),1289195.4673,2011-05-27,10派1.182元(含税),1289195.4673,2011-06-03,10派1.182元(含税),1289195.4673,1.182,152382.9042,2011-06-09,2011-06-10,2011-06-15,1289195.4673,313002,实施方案
