,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000712.XSHE,430000712,广东锦龙发展股份有限公司,000712.XSHE,2012-12-31,年度分红,2013-03-30,10派1元(含税),44800.0,2013-06-27,10派1元(含税),44800.0,2013-07-18,10派1元(含税),44800.0,1.0,0.95,4480.0,2013-07-23,2013-07-24,2013-07-24,44800.0,313002,实施方案
600418.XSHG,420600418,安徽江淮汽车集团股份有限公司,600418.XSHG,2012-12-31,年度分红,2013-03-30,10派1.1元(含税),128490.5826,2013-05-29,10派1.1元(含税),128490.5826,2013-07-12,10派1.1元(含税),128490.5826,1.1,1.045,14133.9641,2013-07-17,2013-07-18,2013-07-24,128490.5826,313002,实施方案
601009.XSHG,300003284,南京银行股份有限公司,601009.XSHG,2012-12-31,年度分红,2013-04-26,10派4.06元(含税),296893.3194,2013-06-26,10派4.06元(含税),296893.3194,2013-07-12,10派4.06元(含税),296893.3194,4.06,3.8569999999999998,120538.6877,2013-07-17,2013-07-18,2013-07-24,296893.3194,313002,实施方案
601998.XSHG,300002721,中信银行股份有限公司,601998.XSHG,2012-12-31,年度分红,2013-03-29,10派1.5元(含税),4678732.7034,2013-05-29,10派1.5元(含税),4678732.7034,2013-07-12,10派1.5元(含税),4678732.7034,1.5,1.425,701809.9055,2013-07-17,2013-07-18,2013-07-24,4678732.7034,313002,实施方案
