,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000792.XSHE,430000792,青海盐湖工业股份有限公司,000792.XSHE,2012-12-31,年度分红,2013-03-27,方案1：10派3.2元（含税）；方案2：10派1.59元(含税),2013-04-27,10派3.2元（含税）,2013-06-19,10派3.2元（含税）,159050.9203,3.2,3.04,50896.2945,2013-06-24,2013-06-25,2013-06-25,159050.9203,313002,实施方案
000826.XSHE,430000826,启迪桑德环境资源股份有限公司,000826.XSHE,2012-12-31,年度分红,2013-03-29,10派1元(含税),2013-04-25,10派1元(含税),2013-06-19,10派1元(含税),64577.2962,1.0,0.95,6457.7296,2013-06-24,2013-06-25,2013-06-25,64577.2962,313002,实施方案
002051.XSHE,430002051,中工国际工程股份有限公司,002051.XSHE,2012-12-31,年度分红,2013-04-03,10派3元(含税),2013-05-22,10派3元(含税),2013-06-18,10派3元(含税),63720.2779,3.0,2.85,19116.0834,2013-06-24,2013-06-25,2013-06-25,63720.2779,313002,实施方案
600028.XSHG,420600028,中国石油化工股份有限公司,600028.XSHG,2012-12-31,年度分红,2013-03-25,10送2转增1股派2元(含税),2013-05-30,10送2转增1股派2元(含税),2013-06-13,10送2转增1股派2元(含税),8966559.6083,2.0,1.8,1793311.9217,2013-06-18,2013-06-19,2013-06-25,8966559.6083,313002,实施方案
600068.XSHG,420600068,中国葛洲坝集团股份有限公司,600068.XSHG,2012-12-31,年度分红,2013-03-22,10派1.35元(含税),2013-04-27,10派1.35元(含税),2013-06-13,10派1.35元(含税),348745.8977,1.35,1.2825,47080.6962,2013-06-18,2013-06-19,2013-06-25,348745.8977,313002,实施方案
600221.XSHG,420600221,海南航空控股股份有限公司,600221.XSHG,2012-12-31,年度分红,2013-03-15,10转增10股派1元(含税),2013-04-26,10转增10股派1元(含税),2013-06-03,10转增10股派1元(含税),609109.0895,1.0,0.95,60910.90900000001,2013-06-06,2013-06-07,2013-06-25,609109.0895,313002,实施方案
600317.XSHG,420600317,营口港务股份有限公司,600317.XSHG,2012-12-31,年度分红,2013-04-02,10派0.24元(含税),2013-04-26,10派0.24元(含税),2013-06-14,10派0.24元(含税),215766.1001,0.24,0.228,5178.3864,2013-06-19,2013-06-20,2013-06-25,215766.1001,313002,实施方案
600657.XSHG,420600657,信达地产股份有限公司,600657.XSHG,2012-12-31,年度分红,2013-03-08,10派0.7元(含税),2013-04-27,10派0.7元(含税),2013-06-07,10派0.7元(含税),152426.0442,0.7,0.665,10669.8231,2013-06-18,2013-06-19,2013-06-25,152426.0442,313002,实施方案
601018.XSHG,300010907,宁波舟山港股份有限公司,601018.XSHG,2012-12-31,年度分红,2013-03-29,10派0.87元(含税),2013-05-15,10派0.87元(含税),2013-06-13,10派0.87元(含税),1280000.0,0.87,0.8265,111360.0,2013-06-18,2013-06-19,2013-06-25,1280000.0,313002,实施方案
