,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600000.XSHG,420600000,上海浦东发展银行股份有限公司,600000.XSHG,2010-12-31,年度分红,2011-03-30,10送3股派1.6元(含税),1434882.4165,2011-04-29,10送3股派1.6元(含税),1434882.4165,2011-05-30,10送3股派1.6元(含税),1434882.4165,1.6,229581.1866,2011-06-02,2011-06-03,2011-06-13,1434882.4165,313002,实施方案
600089.XSHG,420600089,特变电工股份有限公司,600089.XSHG,2010-12-31,年度分红,2011-03-31,10转增3股派1元(含税),202735.3723,2011-04-21,10转增3股派1元(含税),202735.3723,2011-05-31,10转增3股派1元(含税),202735.3723,1.0,20273.5372,2011-06-03,2011-06-07,2011-06-13,202735.3723,313002,实施方案
600169.XSHG,420600169,太原重工股份有限公司,600169.XSHG,2010-12-31,年度分红,2011-03-29,10送4转增6股派0.5元(含税),80798.5,2011-05-19,10送4转增6股派0.5元(含税),80798.5,2011-05-31,10送4转增6股派0.5元(含税),80798.5,0.5,4039.925,2011-06-03,2011-06-07,2011-06-13,80798.5,313002,实施方案
601098.XSHG,300015470,中南出版传媒集团股份有限公司,601098.XSHG,2010-12-31,年度分红,2011-04-16,10派0.6元(含税),179600.0,2011-05-11,10派0.6元(含税),179600.0,2011-05-31,10派0.6元(含税),179600.0,0.6,10776.0,2011-06-03,2011-06-07,2011-06-13,179600.0,313002,实施方案
601558.XSHG,300017027,华锐风电科技(集团)股份有限公司,601558.XSHG,2010-12-31,年度分红,2011-04-06,10送10股派10元(含税),100510.0,2011-05-17,10送10股派10元(含税),100510.0,2011-05-31,10送10股派10元(含税),100510.0,10.0,100510.0,2011-06-03,2011-06-07,2011-06-13,100510.0,313002,实施方案
