,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600016.XSHG,420600016,中国民生银行股份有限公司,600016.XSHG,2012-06-30,中期分红,2012-08-24,10派1.5元(含税),2836558.5227,2012-08-28,10派1.5元(含税),2836558.5227,1.5,425483.7784,2012-08-31,2012-09-03,2012-09-06,2836558.5227,2012-08-28：未披露股东大会审议情况。,313002,实施方案
