,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600395.XSHG,420600395,贵州盘江精煤股份有限公司,600395.XSHG,2017-12-31,年度分红,2018-04-27,10派3.5元(含税),165505.1861,2018-06-28,10派3.5元(含税),165505.1861,2018-08-14,10派3.5元(含税),165505.1861,3.5,3.5,57926.8151,2018-08-17,2018-08-20,2018-08-20,165505.1861,313002,实施方案
601608.XSHG,300022870,中信重工机械股份有限公司,601608.XSHG,2017-12-31,年度分红,2018-03-26,10派0.062元(含税),433941.9293,2018-06-29,10派0.062元(含税),433941.9293,2018-08-10,10派0.062元(含税),433941.9293,0.062,0.062,2690.44,2018-08-17,2018-08-20,2018-08-20,433941.9293,313002,实施方案
