,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000100,145318,430000100,TCL集团股份有限公司,000100.XSHE,2011-12-31,年度分红,2012-02-28,10派0.5元(含税),847621.8834,2012-04-14,10派0.5元(含税),847621.8834,2012-05-07,10派0.5元(含税),847621.8834,0.5,42381.0942,2012-05-10,2012-05-11,2012-05-11,847621.8834,313002,实施方案
000968,161385,430000968,山西蓝焰控股股份有限公司,000968.XSHE,2011-12-31,年度分红,2012-03-06,10派1元(含税),51374.7,2012-03-30,10派1元(含税),51374.7,2012-05-04,10派1元(含税),51374.7,1.0,5137.47,2012-05-10,2012-05-11,2012-05-11,51374.7,313002,实施方案
002558,14395,300018280,巨人网络集团股份有限公司,002558.XSHE,2011-12-31,年度分红,2012-03-23,10派4元(含税),5950.0,2012-04-17,10派4元(含税),5950.0,2012-05-04,10派4元(含税),5950.0,4.0,2380.0,2012-05-10,2012-05-11,2012-05-11,5950.0,313002,实施方案
300070,9145,300011168,北京碧水源科技股份有限公司,300070.XSHE,2011-12-31,年度分红,2012-03-09,10转增7股派1元(含税),32340.0,2012-04-20,10转增7股派1元(含税),32340.0,2012-05-04,10转增7股派1元(含税),32340.0,1.0,3234.0,2012-05-10,2012-05-11,2012-05-11,32340.0,313002,实施方案
601166,1700,300002081,兴业银行股份有限公司,601166.XSHG,2011-12-31,年度分红,2012-03-20,10派3.7元(含税),1078641.1134,2012-04-10,10派3.7元(含税),1078641.1134,2012-04-26,10派3.7元(含税),1078641.1134,3.7,399097.21200000006,2012-05-04,2012-05-07,2012-05-11,1078641.1134,313002,实施方案
601369,9820,300012093,西安陕鼓动力股份有限公司,601369.XSHG,2011-12-31,年度分红,2012-03-02,10派3.5元(含税),163877.0233,2012-04-19,10派3.5元(含税),163877.0233,2012-04-27,10派3.5元(含税),163877.0233,3.5,57356.9582,2012-05-04,2012-05-07,2012-05-11,163877.0233,313002,实施方案
