,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
000723.XSHE,430000723,山西美锦能源股份有限公司,000723.XSHE,2018-06-30,中期分红,2018-08-23,10派2元(含税),405692.3052,2018-09-13,10派2元(含税),405692.3052,2018-10-18,10派2元(含税),414037.8102,2.0,2.0,82807.562,2018-10-25,2018-10-26,2018-10-26,414037.8102,以公司未来实施分配方案时股权登记日的总股本为基数。,313002,实施方案
