,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002602.XSHE,300021007,浙江世纪华通集团股份有限公司,002602.XSHE,2018-06-30,中期分红,2018-08-30,10转增6股派1元(含税),145922.2653,2018-09-15,10转增6股派1元(含税),145922.2653,2018-10-25,10转增6股派1元(含税),145922.2653,1.0,1.0,14592.2265,2018-10-30,2018-10-31,2018-10-31,145922.2653,313002,实施方案
600390.XSHG,420600390,五矿资本股份有限公司,600390.XSHG,2018-06-30,中期分红,2018-08-30,10派1.98元(含税),374838.7882,2018-09-15,10派1.98元(含税),374838.7882,2018-10-24,10派1.98元(含税),374838.7882,1.98,1.98,74218.0801,2018-10-30,2018-10-31,2018-10-31,374838.7882,313002,实施方案
