,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
002195.XSHE,300003909,上海二三四五网络控股集团股份有限公司,002195.XSHE,2014-12-31,年度分红,2015-02-13,10转增15股派1元(含税),34869.3088,2015-03-07,10转增15股派1元(含税),34869.3088,2015-03-10,10转增15股派1元(含税),34869.3088,15.0,1.0,0.95,52303.9632,3486.9309,2015-03-16,2015-03-17,2015-03-17,2015-03-17,34869.3088,87173.272,5873.9512,14684.878,2015-03-17,313002,实施方案
