,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
601238.XSHG,300006006,广州汽车集团股份有限公司,601238.XSHG,2018-06-30,中期分红,2018-08-25,10派1元(含税),2018-09-07,10派1元(含税),1021469.9866,1.0,1.0,102146.9987,2018-09-14,2018-09-17,2018-09-17,1021469.9866,以股权登记日股本为基数,313002,实施方案
