,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
000627.XSHE,430000627,天茂实业集团股份有限公司,000627.XSHE,2015-12-31,年度分红,2016-01-30,10派0.3元(含税),135358.9866,2016-02-27,10派0.3元(含税),135358.9866,2016-04-08,10派0.095341元(含税),425919.4566,0.0953,0.0953,4060.7587,2016-04-13,2016-04-14,2016-04-14,425919.4566,2016-04-08：分红股本基数、分红派息比例变更,313002,实施方案
