,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000539.XSHE,430000539,广东电力发展股份有限公司,000539.XSHE,2013-12-31,年度分红,2014-04-24,10派2元(含税),437523.6655,2014-05-21,10派2元(含税),437523.6655,2014-06-25,10派2元(含税),437523.6655,2.0,1.9,87504.7331,2014-06-30,2014-07-01,2014-07-01,437523.6655,313002,实施方案
000858.XSHE,430000858,宜宾五粮液股份有限公司,000858.XSHE,2013-12-31,年度分红,2014-04-18,10派7元(含税),379596.672,2014-05-10,10派7元(含税),379596.672,2014-06-25,10派7元(含税),379596.672,7.0,6.65,265717.6704,2014-06-30,2014-07-01,2014-07-01,379596.672,313002,实施方案
002344.XSHE,300010329,海宁中国皮革城股份有限公司,002344.XSHE,2013-12-31,年度分红,2014-04-04,10派1.5元(含税),112000.0,2014-05-19,10派1.5元(含税),112000.0,2014-06-25,10派1.5元(含税),112000.0,1.5,1.425,16800.0,2014-06-30,2014-07-01,2014-07-01,112000.0,313002,实施方案
002422.XSHE,300012788,四川科伦药业股份有限公司,002422.XSHE,2013-12-31,年度分红,2014-04-26,10转增5股派2.5元(含税),48000.0,2014-05-22,10转增5股派2.5元(含税),48000.0,2014-06-25,10转增5股派2.5元(含税),48000.0,2.5,2.375,12000.0,2014-06-30,2014-07-01,2014-07-01,48000.0,313002,实施方案
600654.XSHG,420600654,中安科股份有限公司,600654.XSHG,2013-12-31,年度分红,2014-03-12,10派0.48元(含税),75504.3154,2014-05-15,10派0.48元(含税),75504.3154,2014-06-25,10派0.48元(含税),75504.3154,0.48,0.456,3624.2071,2014-06-30,2014-07-01,2014-07-01,75504.3154,313002,实施方案
