,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000031.XSHE,430000031,中粮地产(集团)股份有限公司,000031.XSHE,2010-12-31,年度分红,2011-04-22,10派0.2元(含税),181373.1596,2011-05-31,10派0.2元(含税),181373.1596,2011-07-20,10派0.2元(含税),181373.1596,0.2,3627.4632,2011-07-26,2011-07-27,2011-07-27,181373.1596,313002,实施方案
600688.XSHG,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2010-12-31,年度分红,2011-03-28,10派1元(含税),720000.0,2011-06-30,10派1元(含税),720000.0,2011-07-15,10派1元(含税),720000.0,1.0,72000.0,2011-07-20,2011-07-21,2011-07-27,720000.0,313002,实施方案
601600.XSHG,300002901,中国铝业股份有限公司,601600.XSHG,2010-12-31,年度分红,2011-03-01,10派0.114元(含税),1352448.7892,2011-06-01,10派0.114元(含税),1352448.7892,2011-07-15,10派0.114元(含税),1352448.7892,0.114,15417.9162,2011-07-20,2011-07-21,2011-07-27,1352448.7892,313002,实施方案
