,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
601186.XSHG,4681,300004347,中国铁建股份有限公司,601186.XSHG,2013-12-31,年度分红,2014-03-29,10派1.3元(含税),1233754.15,2014-06-19,10派1.3元(含税),1233754.15,2014-07-18,10派1.3元(含税),1233754.15,1.3,1.235,160388.0395,2014-07-25,2014-07-28,2014-07-28,1233754.15,313002,实施方案
601333.XSHG,1382,300001741,广深铁路股份有限公司,601333.XSHG,2013-12-31,年度分红,2014-03-28,10派0.8元(含税),708353.7,2014-05-30,10派0.8元(含税),708353.7,2014-07-22,10派0.8元(含税),708353.7,0.8,0.76,56668.295999999995,2014-07-25,2014-07-28,2014-07-28,708353.7,313002,实施方案
