,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000869.XSHE,430000869,烟台张裕葡萄酿酒股份有限公司,000869.XSHE,2010-12-31,年度分红,2011-04-09,10派14元(含税),52728.0,2011-05-11,10派14元(含税),52728.0,2011-06-07,10派14元(含税),52728.0,14.0,73819.2,2011-06-13,2011-06-14,2011-06-14,52728.0,313002,实施方案
600016.XSHG,420600016,中国民生银行股份有限公司,600016.XSHG,2010-12-31,年度分红,2011-03-26,10派1元(含税),2671473.2987,2011-05-27,10派1元(含税),2671473.2987,2011-06-01,10派1元(含税),2671473.2987,1.0,267147.3299,2011-06-08,2011-06-09,2011-06-14,2671473.2987,313002,实施方案
600079.XSHG,420600079,人福医药集团股份公司,600079.XSHG,2010-12-31,年度分红,2011-03-29,10派0.4元(含税),47158.5686,2011-04-25,10派0.4元(含税),47158.5686,2011-06-01,10派0.4元(含税),47158.5686,0.4,1886.3427,2011-06-07,2011-06-08,2011-06-14,47158.5686,313002,实施方案
