,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,plan_progress_code,plan_progress
600446.XSHG,420600446,深圳市金证科技股份有限公司,600446.XSHG,2015-06-30,中期分红,2015-08-14,10送10转增10股派1.12元（含税）,27683.55,2015-09-02,10送10转增10股派1.12元（含税）,27683.55,2015-09-11,10送10转增10股派1.12元（含税）,27683.55,10.0,10.0,1.12,1.12,27683.55,27683.55,3100.5576,2015-09-16,2015-09-17,2015-09-17,2015-09-18,27683.55,83050.65,26563.55,79690.65,313002,实施方案
