,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000012.XSHE,430000012,中国南玻集团股份有限公司,000012.XSHE,2010-12-31,年度分红,2011-03-22,10派3.5元(含税),207614.306,2011-04-16,10派3.5元(含税),207614.306,2011-05-26,10派3.5元(含税),207614.306,3.5,72665.0071,2011-06-02,2011-06-03,2011-06-03,207614.306,313002,实施方案
000024.XSHE,430000024,招商局地产控股股份有限公司,000024.XSHE,2010-12-31,年度分红,2011-03-22,10派1.2元(含税),171730.0503,2011-04-13,10派1.2元(含税),171730.0503,2011-05-27,10派1.2元(含税),171730.0503,1.2,20607.606,2011-06-02,2011-06-03,2011-06-03,171730.0503,313002,实施方案
002241.XSHE,300004688,歌尔股份有限公司,002241.XSHE,2010-12-31,年度分红,2011-04-20,10转增10股派2元(含税),37579.1275,2011-05-26,10转增10股派2元(含税),37579.1275,2011-05-30,10转增10股派2元(含税),37579.1275,2.0,7515.8255,2011-06-02,2011-06-03,2011-06-03,37579.1275,313002,实施方案
300085.XSHE,300012331,深圳市银之杰科技股份有限公司,300085.XSHE,2010-12-31,年度分红,2011-03-10,10转增10股派6元(含税),6000.0,2011-04-12,10转增10股派6元(含税),6000.0,2011-05-30,10转增10股派6元(含税),6000.0,6.0,3600.0,2011-06-02,2011-06-03,2011-06-03,6000.0,313002,实施方案
600060.XSHG,420600060,青岛海信电器股份有限公司,600060.XSHG,2010-12-31,年度分红,2011-04-18,10派2元(含税),86665.1715,2011-05-14,10派2元(含税),86665.1715,2011-05-20,10派2元(含税),86665.1715,2.0,17333.0343,2011-05-26,2011-05-27,2011-06-03,86665.1715,313002,实施方案
600177.XSHG,420600177,雅戈尔集团股份有限公司,600177.XSHG,2010-12-31,年度分红,2011-04-19,10派5元(含税),222661.1695,2011-05-10,10派5元(含税),222661.1695,2011-05-24,10派5元(含税),222661.1695,5.0,111330.5848,2011-05-27,2011-05-30,2011-06-03,222661.1695,313002,实施方案
600339.XSHG,420600339,中国石油集团工程股份有限公司,600339.XSHG,2010-12-31,年度分红,2011-03-29,10转增1股派1.5元(含税),52559.5171,2011-04-22,10转增1股派1.5元(含税),52559.5171,2011-05-24,10转增1股派1.5元(含税),52559.5171,1.5,7883.9276,2011-05-27,2011-05-30,2011-06-03,52559.5171,313002,实施方案
600487.XSHG,420600487,江苏亨通光电股份有限公司,600487.XSHG,2010-12-31,年度分红,2011-03-12,10派2元(含税),20708.2505,2011-04-13,10派2元(含税),20708.2505,2011-05-24,10派2元(含税),20708.2505,2.0,4141.6501,2011-05-30,2011-05-31,2011-06-03,20708.2505,313002,实施方案
600528.XSHG,420600528,中铁高新工业股份有限公司,600528.XSHG,2010-12-31,年度分红,2011-03-18,10派1.1元(含税),145920.0,2011-04-08,10派1.1元(含税),145920.0,2011-05-24,10派1.1元(含税),145920.0,1.1,16051.2,2011-05-27,2011-05-30,2011-06-03,145920.0,313002,实施方案
