,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002007.XSHE,430002007,华兰生物工程股份有限公司,002007.XSHE,2016-12-31,年度分红,2017-03-28,10派4元(含税),2017-04-28,10派4元(含税),2017-06-07,10派4元(含税),93008.76800000001,4.0,4.0,37203.5072,2017-06-12,2017-06-13,2017-06-13,93008.76800000001,313002,实施方案
002131.XSHE,300002724,利欧集团股份有限公司,002131.XSHE,2016-12-31,年度分红,2017-04-01,10转增25股派0.37元（含税）,2017-04-22,10转增25股派0.37元（含税）,2017-06-06,10转增25股派0.37元（含税）,160217.8682,0.37,0.37,5928.0611,2017-06-12,2017-06-13,2017-06-13,160217.8682,313002,实施方案
002292.XSHE,300007988,奥飞娱乐股份有限公司,002292.XSHE,2016-12-31,年度分红,2017-03-31,10派0.4元(含税),2017-04-22,10派0.4元(含税),2017-06-06,10派0.4元(含税),130788.9679,0.4,0.4,5231.5587,2017-06-12,2017-06-13,2017-06-13,130788.9679,313002,实施方案
600317.XSHG,420600317,营口港务股份有限公司,600317.XSHG,2016-12-31,年度分红,2017-04-26,10派0.23元(含税),2017-05-19,10派0.23元(含税),2017-06-06,10派0.23元(含税),647298.3003,0.23,0.23,14887.8609,2017-06-12,2017-06-13,2017-06-13,647298.3003,313002,实施方案
600340.XSHG,420600340,华夏幸福基业股份有限公司,600340.XSHG,2016-12-31,年度分红,2017-03-30,10派6.6元(含税),2017-04-20,10派6.6元(含税),2017-06-07,10派6.6元(含税),295494.6709,6.6,6.6,195026.4828,2017-06-12,2017-06-13,2017-06-13,295494.6709,313002,实施方案
600373.XSHG,420600373,中文天地出版传媒股份有限公司,600373.XSHG,2016-12-31,年度分红,2017-03-22,10派1.2元(含税),2017-04-26,10派1.2元(含税),2017-06-07,10派1.2元(含税),137794.0025,1.2,1.2,16535.2803,2017-06-12,2017-06-13,2017-06-13,137794.0025,313002,实施方案
600959.XSHG,300023742,江苏省广电有线信息网络股份有限公司,600959.XSHG,2016-12-31,年度分红,2017-04-25,10派1元(含税),2017-05-24,10派1元(含税),2017-06-07,10派1元(含税),388452.9799,1.0,1.0,38845.297999999995,2017-06-12,2017-06-13,2017-06-13,388452.9799,313002,实施方案
601238.XSHG,300006006,广州汽车集团股份有限公司,601238.XSHG,2016-12-31,年度分红,2017-03-31,10派2.2元(含税),2017-05-20,10派2.2元(含税),2017-06-06,10派2.2元(含税),649981.7098,2.2,2.2,142995.9762,2017-06-12,2017-06-13,2017-06-13,649981.7098,313002,实施方案
603885.XSHG,300023633,上海吉祥航空股份有限公司,603885.XSHG,2016-12-31,年度分红,2017-04-18,10转增4股派2.5元(含税),2017-05-23,10转增4股派2.5元(含税),2017-06-07,10转增4股派2.5元(含税),128358.1055,2.5,2.5,32089.5264,2017-06-12,2017-06-13,2017-06-13,128358.1055,313002,实施方案
