,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,bonus_ratio_rmb,dividend_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,plan_progress_code,plan_progress
600256,30937,420600256,广汇能源股份有限公司,600256.XSHG,2010-12-31,年度分红,2011-03-01,10送5股派0.6元(含税),123846.7581,2011-03-22,10送5股派0.6元(含税),123846.7581,2011-03-24,10送5股派0.6元(含税),123846.7581,5.0,0.6,61923.3791,7430.8055,2011-03-29,2011-03-30,2011-04-06,2011-03-31,2011-03-31,123846.7581,185770.1372,71917.2072,107875.8108,313002,实施方案
