,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000536,148303,430000536,华映科技(集团)股份有限公司,000536.XSHE,2010-12-31,年度分红,2011-04-08,10派3元(含税),70049.3506,2011-04-30,10派3元(含税),70049.3506,2011-05-04,10派3元(含税),70049.3506,3.0,21014.8052,2011-05-10,2011-05-11,2011-05-11,70049.3506,313002,实施方案
000686,153410,430000686,东北证券股份有限公司,000686.XSHE,2010-12-31,年度分红,2011-04-01,10派2元(含税),63931.2448,2011-04-22,10派2元(含税),63931.2448,2011-05-05,10派2元(含税),63931.2448,2.0,12786.249,2011-05-10,2011-05-11,2011-05-11,63931.2448,313002,实施方案
000690,153547,430000690,广东宝丽华新能源股份有限公司,000690.XSHE,2010-12-31,年度分红,2011-04-02,10派0.3元(含税),172661.25,2011-04-23,10派0.3元(含税),172661.25,2011-05-05,10派0.3元(含税),172661.25,0.3,5179.8375,2011-05-10,2011-05-11,2011-05-11,172661.25,313002,实施方案
002024,163007,430002024,苏宁易购集团股份有限公司,002024.XSHE,2010-12-31,年度分红,2011-03-16,10派1元(含税),699621.1866,2011-04-07,10派1元(含税),699621.1866,2011-05-05,10派1元(含税),699621.1866,1.0,69962.1187,2011-05-10,2011-05-11,2011-05-11,699621.1866,313002,实施方案
002092,1146,300001463,新疆中泰化学股份有限公司,002092.XSHE,2010-12-31,年度分红,2011-03-17,10派0.5元(含税),115434.0,2011-04-07,10派0.5元(含税),115434.0,2011-05-04,10派0.5元(含税),115434.0,0.5,5771.7,2011-05-10,2011-05-11,2011-05-11,115434.0,313002,实施方案
002152,2889,300003423,广州广电运通金融电子股份有限公司,002152.XSHE,2010-12-31,年度分红,2011-03-25,10送3股派2元(含税),34214.1624,2011-04-16,10送3股派2元(含税),34214.1624,2011-05-04,10送3股派2元(含税),34214.1624,2.0,6842.8325,2011-05-10,2011-05-11,2011-05-11,34214.1624,313002,实施方案
002292,6269,300007988,奥飞娱乐股份有限公司,002292.XSHE,2010-12-31,年度分红,2011-03-31,10转增6股派3元(含税),25600.0,2011-04-21,10转增6股派3元(含税),25600.0,2011-05-05,10转增6股派3元(含税),25600.0,3.0,7680.0,2011-05-10,2011-05-11,2011-05-11,25600.0,313002,实施方案
