,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,plan_progress_code,plan_progress
600252.XSHG,420600252,广西梧州中恒集团股份有限公司,600252.XSHG,2015-06-30,中期分红,2015-08-13,10送13转增7股派3.25元(含税),115836.9049,2015-09-01,10送13转增7股派3.25元(含税),115836.9049,2015-09-10,10送13转增7股派3.25元(含税),115836.9049,13.0,7.0,3.25,3.25,150587.9764,81085.8334,37646.9941,2015-09-15,2015-09-16,2015-09-16,2015-09-17,115836.9049,347510.7147,109174.7528,327524.2584,313002,实施方案
