,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
601918,4050,300003914,中煤新集能源股份有限公司,601918.XSHG,2012-12-31,年度分红,2013-04-23,10送2转增2股派1元(含税),185038.6896,2013-06-22,10送2转增2股派1元(含税),185038.6896,2013-08-09,10送2转增2股派1元(含税),185038.6896,2.0,2.0,1.0,0.85,37007.7379,37007.7379,18503.869,2013-08-14,2013-08-15,2013-08-21,2013-08-16,2013-08-16,185038.6896,259054.1654,185038.6896,259054.1654,2013-08-16,313002,实施方案
