,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000876.XSHE,430000876,新希望六和股份有限公司,000876.XSHE,2012-12-31,年度分红,2013-04-27,10派1.2元(含税),173766.961,2013-05-23,10派1.2元(含税),173766.961,2013-07-10,10派1.2元(含税),173766.961,1.2,1.14,20852.0353,2013-07-17,2013-07-18,2013-07-18,173766.961,313002,实施方案
601857.XSHG,300003825,中国石油天然气股份有限公司,601857.XSHG,2012-12-31,年度分红,2013-03-22,10派1.3106元(含税),18302097.7818,2013-05-24,10派1.3106元(含税),18302097.7818,2013-05-31,10派1.3106元(含税),18302097.7818,1.3106,1.2451,2398672.9353,2013-06-05,2013-06-06,2013-07-18,18302097.7818,313002,实施方案
