,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002236.XSHE,300004625,浙江大华技术股份有限公司,002236.XSHE,2012-12-31,年度分红,2013-03-18,10送10股派1.6元(含税),55812.328,2013-04-09,10送10股派1.6元(含税),55812.328,2013-04-10,10送10股派1.6元(含税),55812.328,1.6,1.02,8929.9725,2013-04-15,2013-04-16,2013-04-16,55812.328,313002,实施方案
002456.XSHE,300013691,欧菲科技股份有限公司,002456.XSHE,2012-12-31,年度分红,2013-03-12,10转增10股派2.1元(含税),23254.0,2013-04-03,10转增10股派2.1元(含税),23254.0,2013-04-09,10转增10股派2.1元(含税),23254.0,2.1,1.995,4883.34,2013-04-15,2013-04-16,2013-04-16,23254.0,313002,实施方案
601377.XSHG,460000076,兴业证券股份有限公司,601377.XSHG,2012-12-31,年度分红,2013-03-08,10派1.2元(含税),220000.0,2013-03-29,10派1.2元(含税),220000.0,2013-04-03,10派1.2元(含税),220000.0,1.2,1.14,26400.0,2013-04-10,2013-04-11,2013-04-16,220000.0,313002,实施方案
