,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
601238.XSHG,300006006,广州汽车集团股份有限公司,601238.XSHG,2017-06-30,中期分红,2017-08-24,10派1.0元（含税）,650045.5793,2017-09-07,10派1.0元（含税）,650072.1186,1.0,1.0,65007.2119,2017-09-13,2017-09-14,2017-09-14,650072.1186,313002,实施方案
