,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600748.XSHG,420600748,上海实业发展股份有限公司,600748.XSHG,2013-12-31,年度分红,2014-03-28,10派0.5元(含税),108337.0873,2014-06-19,10派0.5元(含税),108337.0873,2014-07-30,10派0.5元(含税),108337.0873,0.5,0.475,5416.8544,2014-08-05,2014-08-06,2014-08-06,108337.0873,313002,实施方案
601390.XSHG,300003904,中国中铁股份有限公司,601390.XSHG,2013-12-31,年度分红,2014-03-29,10派0.66元(含税),2129990.0,2014-06-27,10派0.66元(含税),2129990.0,2014-07-29,10派0.66元(含税),2129990.0,0.66,0.627,140579.34,2014-08-05,2014-08-06,2014-08-06,2129990.0,313002,实施方案
