,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
600688,132692,420600688,中国石化上海石油化工股份有限公司,600688.XSHG,2013-06-30,中期分红,2013-08-29,10送1.64转增3.36股派0.5元(含税),720000.0,2013-10-23,10送1.64转增3.36股派0.5元(含税),720000.0,2013-11-26,10送1.64转增3.36股派0.5元(含税),720000.0,1.64,3.36,0.5,0.39299999999999996,118080.0,241920.0,36000.0,2013-12-03,2013-12-04,2013-12-10,2013-12-04,2013-12-05,720000.0,1080000.0,341000.0,511500.0,2013-12-04,313002,实施方案
