,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600166.XSHG,420600166,北汽福田汽车股份有限公司,600166.XSHG,2017-12-31,年度分红,2018-04-14,10派0.051元(含税),2018-05-31,10派0.051元(含税),2018-07-19,10派0.051元(含税),667013.129,0.051,0.051,3401.767000000001,2018-07-25,2018-07-26,2018-07-26,667013.129,313002,实施方案
600315.XSHG,420600315,上海家化联合股份有限公司,600315.XSHG,2017-12-31,年度分红,2018-03-21,10派1.8元(含税),2018-05-29,10派1.8元(含税),2018-07-20,10派1.8元(含税),67171.3547,1.8,1.8,12090.8438,2018-07-25,2018-07-26,2018-07-26,67171.3547,313002,实施方案
600482.XSHG,420600482,中国船舶重工集团动力股份有限公司,600482.XSHG,2017-12-31,年度分红,2018-04-26,10派2.08元(含税),2018-06-01,10派2.08元(含税),2018-07-19,10派2.08元(含税),173407.0872,2.08,2.08,36068.6741,2018-07-25,2018-07-26,2018-07-26,173407.0872,313002,实施方案
600705.XSHG,420600705,中航资本控股股份有限公司,600705.XSHG,2017-12-31,年度分红,2018-03-15,10派0.55元(含税),2018-05-30,10派0.55元(含税),2018-07-20,10派0.55元(含税),897632.5766,0.55,0.55,49369.7917,2018-07-25,2018-07-26,2018-07-26,897632.5766,313002,实施方案
