,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000895,159287,430000895,河南双汇投资发展股份有限公司,000895.XSHE,2011-12-31,年度分红,2012-03-02,10派5.5元(含税),60599.49,2012-04-21,10派5.5元(含税),60599.49,2012-04-24,10派5.5元(含税),60599.49,5.5,33329.7195,2012-05-03,2012-05-04,2012-05-04,60599.49,313002,实施方案
002294,6305,300008010,深圳信立泰药业股份有限公司,002294.XSHE,2011-12-31,年度分红,2012-03-20,10转增2股派4.5元(含税),36320.0,2012-04-21,10转增2股派4.5元(含税),36320.0,2012-04-26,10转增2股派4.5元(含税),36320.0,4.5,16344.0,2012-05-03,2012-05-04,2012-05-04,36320.0,313002,实施方案
002385,9549,300011648,北京大北农科技集团股份有限公司,002385.XSHE,2011-12-31,年度分红,2012-03-29,10转增10股派3元(含税),40080.0,2012-04-21,10转增10股派3元(含税),40080.0,2012-04-25,10转增10股派3元(含税),40080.0,3.0,12024.0,2012-05-03,2012-05-04,2012-05-04,40080.0,313002,实施方案
002465,11725,300014188,广州海格通信集团股份有限公司,002465.XSHE,2011-12-31,年度分红,2012-03-31,10派6元(含税),33250.651,2012-04-24,10派6元(含税),33250.651,2012-04-25,10派6元(含税),33250.651,6.0,19950.3906,2012-05-03,2012-05-04,2012-05-04,33250.651,313002,实施方案
