,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600418,35610,420600418,安徽江淮汽车集团股份有限公司,600418.XSHG,2011-12-31,年度分红,2012-03-28,10派1.5元(含税),128873.6635,2012-04-28,10派1.5元(含税),128873.6635,2012-06-13,10派1.5元(含税),128873.6635,1.5,19331.0495,2012-06-18,2012-06-19,2012-06-26,128873.6635,2012-03-29:更正公告,313002,实施方案
