,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600118.XSHG,420600118,中国东方红卫星股份有限公司,600118.XSHG,2014-12-31,年度分红,2015-03-20,10派0.8元(含税),118248.9135,2015-04-11,10派0.8元(含税),118248.9135,2015-05-12,10派0.8元(含税),118248.9135,0.8,0.76,9459.9131,2015-05-15,2015-05-18,2015-05-18,118248.9135,313002,实施方案
600315.XSHG,420600315,上海家化联合股份有限公司,600315.XSHG,2014-12-31,年度分红,2015-03-19,10派6.1元(含税),67236.6711,2015-04-29,10派6.1元(含税),67236.6711,2015-05-12,10派6.1元(含税),67236.6711,6.1,5.795,41014.3694,2015-05-15,2015-05-18,2015-05-18,67236.6711,313002,实施方案
600376.XSHG,420600376,北京首都开发股份有限公司,600376.XSHG,2014-12-31,年度分红,2015-04-09,10派2.4元(含税),224201.25,2015-05-05,10派2.4元(含税),224201.25,2015-05-12,10派2.4元(含税),224201.25,2.4,2.28,53808.3,2015-05-15,2015-05-18,2015-05-18,224201.25,313002,实施方案
600867.XSHG,420600867,通化东宝药业股份有限公司,600867.XSHG,2014-12-31,年度分红,2015-04-09,10送1股派2元(含税),103010.0528,2015-04-30,10送1股派2元(含税),103010.0528,2015-05-12,10送1股派2元(含税),103010.0528,2.0,1.85,20602.0106,2015-05-15,2015-05-18,2015-05-18,103010.0528,313002,实施方案
601958.XSHG,300004461,金堆城钼业股份有限公司,601958.XSHG,2014-12-31,年度分红,2015-03-31,10派0.4元(含税),322660.44,2015-04-25,10派0.4元(含税),322660.44,2015-05-12,10派0.4元(含税),322660.44,0.4,0.38,12906.4176,2015-05-15,2015-05-18,2015-05-18,322660.44,313002,实施方案
