,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000793.XSHE,430000793,华闻传媒投资集团股份有限公司,000793.XSHE,2016-12-31,年度分红,2017-04-15,10派0.45元(含税),2017-06-24,10派0.45元(含税),2017-08-02,10派0.45元(含税),201736.5965,0.45,0.45,9078.1468,2017-08-08,2017-08-09,2017-08-09,201736.5965,313002,实施方案
600196.XSHG,420600196,上海复星医药(集团)股份有限公司,600196.XSHG,2016-12-31,年度分红,2017-03-29,10派3.5元(含税),2017-06-30,10派3.5元(含税),2017-08-02,10派3.5元(含税),249513.1045,3.5,3.5,87329.5866,2017-08-08,2017-08-09,2017-08-09,249513.1045,313002,实施方案
603000.XSHG,300022477,人民网股份有限公司,603000.XSHG,2016-12-31,年度分红,2017-04-20,10派0.45元(含税),2017-07-01,10派0.45元(含税),2017-08-03,10派0.45元(含税),110569.1056,0.45,0.45,4975.6098,2017-08-08,2017-08-09,2017-08-09,110569.1056,313002,实施方案
