,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
000977.XSHE,430000977,浪潮电子信息产业股份有限公司,000977.XSHE,2014-12-31,年度分红,2015-03-20,10送3转增7股派0.8元(含税),47986.2876,2015-04-11,10送3转增7股派0.8元(含税),47986.2876,2015-04-17,10送3转增7股派0.8元(含税),47986.2876,3.0,7.0,0.8,0.61,14395.8863,33590.4013,3838.903,2015-04-24,2015-04-27,2015-04-27,2015-04-27,2015-04-27,47986.2876,95972.5752,47986.2876,95972.5752,2015-04-27,313002,实施方案
