,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,bonus_ratio_hkd,exchange_rate,transfer_number,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,a_increment_listing_date,b_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,b_transfer_arrival_date,plan_progress_code,plan_progress
000596.XSHE,430000596,安徽古井贡酒股份有限公司,000596.XSHE,2011-12-31,年度分红,2012-03-29,10转增10股派4.5元(含税),25180.0,2012-04-20,10转增10股派4.5元(含税),25180.0,2012-04-24,10转增10股派4.5元(含税),25180.0,10.0,4.5,5.5405,0.8122,25180.0,11331.0,2012-04-27,2012-05-04,2012-05-02,2012-05-02,2012-04-27,2012-05-02,2012-05-04,2012-05-02,2012-05-07,25180.0,50360.0,23500.0,47000.0,2012-05-02,2012-05-04,313002,实施方案
