,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000061.XSHE,430000061,深圳市农产品股份有限公司,000061.XSHE,2016-12-31,年度分红,2017-04-24,10派0.5元(含税),2017-05-16,10派0.5元(含税),2017-06-26,10派0.5元(含税),169696.4131,0.5,0.5,8484.8207,2017-06-29,2017-06-30,2017-06-30,169696.4131,313002,实施方案
000898.XSHE,430000898,鞍钢股份有限公司,000898.XSHE,2016-12-31,年度分红,2017-03-29,10派0.67元(含税),2017-06-09,10派0.67元(含税),2017-06-23,10派0.67元(含税),723480.7847,0.67,0.67,48473.2126,2017-06-29,2017-06-30,2017-06-30,723480.7847,313002,实施方案
002152.XSHE,300003423,广州广电运通金融电子股份有限公司,002152.XSHE,2016-12-31,年度分红,2017-04-08,10转增5股派1元(含税),2017-05-06,10转增5股派1元(含税),2017-06-23,10转增5股派1元(含税),161925.715,1.0,1.0,16192.5715,2017-06-29,2017-06-30,2017-06-30,161925.715,313002,实施方案
600011.XSHG,420600011,华能国际电力股份有限公司,600011.XSHG,2016-12-31,年度分红,2017-03-22,10派2.9元(含税),2017-06-14,10派2.9元(含税),2017-06-23,10派2.9元(含税),1520038.344,2.9,2.9,440811.1198,2017-06-29,2017-06-30,2017-06-30,1520038.344,313002,实施方案
600132.XSHG,420600132,重庆啤酒股份有限公司,600132.XSHG,2016-12-31,年度分红,2017-04-14,10派8元(含税),2017-05-05,10派8元(含税),2017-06-23,10派8元(含税),48397.1198,8.0,8.0,38717.6958,2017-06-29,2017-06-30,2017-06-30,48397.1198,313002,实施方案
600500.XSHG,420600500,中化国际(控股)股份有限公司,600500.XSHG,2016-12-31,年度分红,2017-04-29,10派0.9元(含税),2017-05-27,10派0.9元(含税),2017-06-26,10派0.9元(含税),208301.2671,0.9,0.9,18747.113999999998,2017-06-29,2017-06-30,2017-06-30,208301.2671,313002,实施方案
600549.XSHG,420600549,厦门钨业股份有限公司,600549.XSHG,2016-12-31,年度分红,2017-04-27,10派2元(含税),2017-06-14,10派2元(含税),2017-06-23,10派2元(含税),108157.4,2.0,2.0,21631.48,2017-06-29,2017-06-30,2017-06-30,108157.4,313002,实施方案
601800.XSHG,410001800,中国交通建设股份有限公司,601800.XSHG,2016-12-31,年度分红,2017-03-29,10派1.9444元(含税),2017-06-17,10派1.9444元(含税),2017-06-26,10派1.9444元(含税),1617473.5425,1.9444,1.9444,314501.5556,2017-06-29,2017-06-30,2017-06-30,1617473.5425,313002,实施方案
601939.XSHG,300003682,中国建设银行股份有限公司,601939.XSHG,2016-12-31,年度分红,2017-03-30,10派2.78元(含税),2017-06-16,10派2.78元(含税),2017-06-24,10派2.78元(含税),25001097.7486,2.78,2.78,6950305.1741,2017-06-29,2017-06-30,2017-06-30,25001097.7486,313002,实施方案
