,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
601211,164373,460000116,国泰君安证券股份有限公司,601211.XSHG,2016-12-31,年度分红,2017-02-21,10派3.9元(含税),2017-03-14,10派3.9元(含税),2017-03-22,10派3.9元(含税),762500.0,3.9,3.9,297375.0,2017-03-28,2017-03-29,2017-03-29,762500.0,以本次分红派息的股权登记日的公司A股总股本为基数,313002,实施方案
