,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002594.XSHE,410001211,比亚迪股份有限公司,002594.XSHE,2017-12-31,年度分红,2018-03-28,10派1.41元(含税),2018-06-21,10派1.41元(含税),2018-08-10,10派1.41元(含税),272814.2855,1.41,1.41,38466.8143,2018-08-16,2018-08-17,2018-08-17,272814.2855,313002,实施方案
002797.XSHE,460000069,第一创业证券股份有限公司,002797.XSHE,2017-12-31,年度分红,2018-04-02,10派0.2元(含税),2018-06-29,10派0.2元(含税),2018-08-10,10派0.2元(含税),350240.0,0.2,0.2,7004.8,2018-08-16,2018-08-17,2018-08-17,350240.0,313002,实施方案
600809.XSHG,420600809,山西杏花村汾酒厂股份有限公司,600809.XSHG,2017-12-31,年度分红,2018-04-27,10派6元(含税),2018-06-27,10派6元(含税),2018-08-10,10派6元(含税),86584.8266,6.0,6.0,51950.89599999999,2018-08-16,2018-08-17,2018-08-17,86584.8266,313002,实施方案
600812.XSHG,420600812,华北制药股份有限公司,600812.XSHG,2017-12-31,年度分红,2018-03-31,10派0.1元(含税),2018-06-23,10派0.1元(含税),2018-08-10,10派0.1元(含税),163080.4729,0.1,0.1,1630.8047,2018-08-16,2018-08-17,2018-08-17,163080.4729,313002,实施方案
600999.XSHG,460000118,招商证券股份有限公司,600999.XSHG,2017-12-31,年度分红,2018-03-28,10派3.46元(含税),2018-06-23,10派3.46元(含税),2018-08-10,10派3.46元(含税),669940.9329,3.46,3.46,231799.5628,2018-08-16,2018-08-17,2018-08-17,669940.9329,313002,实施方案
603858.XSHG,300028961,山东步长制药股份有限公司,603858.XSHG,2017-12-31,年度分红,2018-04-28,10转增3股派16.14元(含税),2018-06-27,10转增3股派16.14元(含税),2018-08-10,10转增3股派16.14元(含税),68180.0,16.14,16.14,110042.52,2018-08-16,2018-08-17,2018-08-17,68180.0,313002,实施方案
